RV-Predict,failures: 32,,,,,,,,,,,,,,,,,
repo,instrumentation,event_logging,window_const,candidate_gen,smt_solving,reporting,project,other,blocking,sum,instrumentation,event_logging,window_const,candidate_gen,smt_solving,reporting,project,other
phylogeography/spread,151,1552,1330,3,1,0,818,35,75,3890,3.90%,39.90%,34.20%,0.10%,0.00%,0.00%,21.00%,0.90%
,,,,,,,,,,Average,39.90%,9.30%,13.00%,0.80%,6.20%,0.10%,22.00%,8.70%
,,,,,,,,,,,,,,,,,,
HB,failures: 62,,,,,,,,,,,,,,,,,
repo,instrumentation,event_logging,event_filtering,preprocessing,algorithm,reporting,project,other,blocking,sum,instrumentation,event_logging,event_filtering,preprocessing,algorithm,reporting,project,other
tguzik/m2u,138,9,0,0,0,22,0,50,10358,219,63.00%,4.10%,0.00%,0.00%,0.00%,10.00%,0.00%,22.80%
Cue/greplin-zookeeper-utils,537,4311,20,21,65,25,218,67,13994,5264,10.20%,81.90%,0.40%,0.40%,1.20%,0.50%,4.10%,1.30%
laforge49/JFile,336,495,4,3,15,2,91,40,12387,986,34.10%,50.20%,0.40%,0.30%,1.50%,0.20%,9.20%,4.10%
rbuck/java-retry,106,43,1,0,1,5,32,31,4887,219,48.40%,19.60%,0.50%,0.00%,0.50%,2.30%,14.60%,14.20%
mikebrock/jboss-websockets,94,1,0,0,1,31,2,13,7236,142,66.20%,0.70%,0.00%,0.00%,0.70%,21.80%,1.40%,9.20%
rpuch/xremoting,475,45696,83,94,751,31,6482,149,2728,53761,0.90%,85.00%,0.20%,0.20%,1.40%,0.10%,12.10%,0.30%
timroes/aXMLRPC,1513,182577,113,433,709,1,15300,677,1920,201323,0.80%,90.70%,0.10%,0.20%,0.40%,0.00%,7.60%,0.30%
PhantomThief/thrift-pool-client,169,8,0,1,0,1,18,45,488,242,69.80%,3.30%,0.00%,0.40%,0.00%,0.40%,7.40%,18.60%
basdijkstra/tau-rest-assured,1034,339104,402,908,1093,3,3430,163,4715,346137,0.30%,98.00%,0.10%,0.30%,0.30%,0.00%,1.00%,0.00%
laforge49/JASocket,274,227,2,1,8,0,41,29,2566,582,47.10%,39.00%,0.30%,0.20%,1.40%,0.00%,7.00%,5.00%
hackingwu/Java-Promise,102,12,0,0,0,1,3,26,805,144,70.80%,8.30%,0.00%,0.00%,0.00%,0.70%,2.10%,18.10%
pf4j/pf4j-update,145,3450,6,6,11,2,445,70,113,4135,3.50%,83.40%,0.10%,0.10%,0.30%,0.00%,10.80%,1.70%
kevinsawicki/etag-cache,225,923,2,8,9,1,872,36,181,2076,10.80%,44.50%,0.10%,0.40%,0.40%,0.00%,42.00%,1.70%
xebia-france/xebia-servlet-extras,333,1213,11,19,15,14,1670,60,597,3335,10.00%,36.40%,0.30%,0.60%,0.40%,0.40%,50.10%,1.80%
taksan/skype-java-api,202,425,3,0,6,3,48,59,3247,746,27.10%,57.00%,0.40%,0.00%,0.80%,0.40%,6.40%,7.90%
twilio/authy-java,529,66060,84,160,1924,12,59219,4957,7005,132945,0.40%,49.70%,0.10%,0.10%,1.40%,0.00%,44.50%,3.70%
seaswalker/netty-wheel,144,86,0,2,1,2,76,30,3622,341,42.20%,25.20%,0.00%,0.60%,0.30%,0.60%,22.30%,8.80%
m-czernek/acrobot,1987,262028,299,429,1207,7,1614,135,12044,267706,0.70%,97.90%,0.10%,0.20%,0.50%,0.00%,0.60%,0.10%
jalpedersen/jetty-hazelcast,546,23505,29,35,87,3,198,40,1699,24443,2.20%,96.20%,0.10%,0.10%,0.40%,0.00%,0.80%,0.20%
kristofa/mock-http-server,277,67107,33,618,779,8,2116,54,1829,70992,0.40%,94.50%,0.00%,0.90%,1.10%,0.00%,3.00%,0.10%
gturri/aXMLRPC,1092,168421,76,483,389,3,12539,582,1858,183585,0.60%,91.70%,0.00%,0.30%,0.20%,0.00%,6.80%,0.30%
520github/fw-perf-test,121,682,3,4,6,124,87,46,277251,1073,11.30%,63.60%,0.30%,0.40%,0.60%,11.60%,8.10%,4.30%
kabutz/striped-executor-service,173,142,3,0,10,1,58,33,6469,420,41.20%,33.80%,0.70%,0.00%,2.40%,0.20%,13.80%,7.90%
VaughnVernon/mockroservices-java,103,721,2,3,3,4,42,31,566,909,11.30%,79.30%,0.20%,0.30%,0.30%,0.40%,4.60%,3.40%
RuntimeTools/javametrics,145,125,2,0,7,7,40,32,7843,358,40.50%,34.90%,0.60%,0.00%,2.00%,2.00%,11.20%,8.90%
yangfuhai/jboot,1419,102219,99,166,233,0,4583,148,768,108867,1.30%,93.90%,0.10%,0.20%,0.20%,0.00%,4.20%,0.10%
mlieshoff/jcrapi,438,1047775,889,1984,5851,137,71004,686,690608,1128764,0.00%,92.80%,0.10%,0.20%,0.50%,0.00%,6.30%,0.10%
Terracotta-OSS/ipc-eventbus,114,380,1,1,8,1,36,34,4385,575,19.80%,66.10%,0.20%,0.20%,1.40%,0.20%,6.30%,5.90%
vidstige/jadb,264,5186,15,17,20,2,278,42,109,5824,4.50%,89.00%,0.30%,0.30%,0.30%,0.00%,4.80%,0.70%
fleipold/jproc,85,39277,97,486,1338,5,30,44,23410,41362,0.20%,95.00%,0.20%,1.20%,3.20%,0.00%,0.10%,0.10%
sahan/ZombieLink,1461,226706,521,1254,7419,340,231758,18343,30996,487802,0.30%,46.50%,0.10%,0.30%,1.50%,0.10%,47.50%,3.80%
sndyuk/logback-more-appenders,1000,5471,25,20,21,2,283,75,7350,6897,14.50%,79.30%,0.40%,0.30%,0.30%,0.00%,4.10%,1.10%
PvdBerg1998/PNet,167,1661604,1235,1405,4687,26,414,287,499336,1669825,0.00%,99.50%,0.10%,0.10%,0.30%,0.00%,0.00%,0.00%
ccidral/tomighty,622,63183,243,533,390,2,238,99,1308,65310,1.00%,96.70%,0.40%,0.80%,0.60%,0.00%,0.40%,0.20%
520github/fw-parallel-task,53,18,0,0,1,0,13,16,5860,101,52.50%,17.80%,0.00%,0.00%,1.00%,0.00%,12.90%,15.80%
jalkanen/speed4j,117,120838,407,1776,353,40,130,76,19471,123737,0.10%,97.70%,0.30%,1.40%,0.30%,0.00%,0.10%,0.10%
matthewhorridge/binaryowl,1445,90101,182,135,331,83,443,150,5295,92870,1.60%,97.00%,0.20%,0.10%,0.40%,0.10%,0.50%,0.20%
buddycloud/channel-directory,539,59175,76,274,860,6,470,83,66405,61483,0.90%,96.20%,0.10%,0.40%,1.40%,0.00%,0.80%,0.10%
soot-oss/heros,755,84922,118,187,373,0,419,126,1860,86900,0.90%,97.70%,0.10%,0.20%,0.40%,0.00%,0.50%,0.10%
maestrano/maestrano-java,214,17315,15,16,25,2,428,53,101,18068,1.20%,95.80%,0.10%,0.10%,0.10%,0.00%,2.40%,0.30%
zeroturnaround/zt-process-killer,132,666,3,4,5,1,63,17,12496,891,14.80%,74.70%,0.30%,0.40%,0.60%,0.10%,7.10%,1.90%
Sable/heros,271,23758,36,53,106,0,150,49,580,24423,1.10%,97.30%,0.10%,0.20%,0.40%,0.00%,0.60%,0.20%
elisarver/selophane,467,12375,11,15,33,35,174,35,233952,13145,3.60%,94.10%,0.10%,0.10%,0.30%,0.30%,1.30%,0.30%
blackdoor/blackdoor,67,289,1,0,3,2,56,21,28,439,15.30%,65.80%,0.20%,0.00%,0.70%,0.50%,12.80%,4.80%
gilbutITbook/006955,517,43,0,4,1,0,31,68,1771,664,77.90%,6.50%,0.00%,0.60%,0.20%,0.00%,4.70%,10.20%
graylog-labs/log4j2-gelf,467,11035,11,15,21,0,129,135,1970,11813,4.00%,93.40%,0.10%,0.10%,0.20%,0.00%,1.10%,1.10%
zhanyeye/DesSim,912,3169,11,17,23,4,369,112,7323,4617,19.80%,68.60%,0.20%,0.40%,0.50%,0.10%,8.00%,2.40%
anomalizer/tungsten-fsm,204,762,5,1,4,1,22,57,722,1056,19.30%,72.20%,0.50%,0.10%,0.40%,0.10%,2.10%,5.40%
salyh/javamail-mock2,203,10736,7,10,16,0,99,28,213,11099,1.80%,96.70%,0.10%,0.10%,0.10%,0.00%,0.90%,0.30%
jasminb/jsonapi-converter,1469,180174,480,542,840,0,1349,237,1745,185091,0.80%,97.30%,0.30%,0.30%,0.50%,0.00%,0.70%,0.10%
brutusin/commons,116,195,0,1,2,4,33,15,2145,366,31.70%,53.30%,0.00%,0.30%,0.50%,1.10%,9.00%,4.10%
ihaolin/wechat,106,19,0,0,2,1,9,25,376,162,65.40%,11.70%,0.00%,0.00%,1.20%,0.60%,5.60%,15.40%
bingoohuang/logback-more-appenders,252,14652,14,18,54,2,153,34,5099,15179,1.70%,96.50%,0.10%,0.10%,0.40%,0.00%,1.00%,0.20%
agapsys/embedded-servlet-container,336,81476,52,170,167,6,800,47,497,83054,0.40%,98.10%,0.10%,0.20%,0.20%,0.00%,1.00%,0.10%
named-data/jndn,259,2482280,1171,1876,4915,2,282,425,17800,2491210,0.00%,99.60%,0.00%,0.10%,0.20%,0.00%,0.00%,0.00%
rovats/java-utils,88,20,0,0,0,0,7,23,8,138,63.80%,14.50%,0.00%,0.00%,0.00%,0.00%,5.10%,16.70%
spotify/async-datastore-client,556,18862,85,80,11,1,212,58,829,19865,2.80%,95.00%,0.40%,0.40%,0.10%,0.00%,1.10%,0.30%
ModeShape/modeshape-examples,3520,63564,87,139,90,3,1647,404,4355,69454,5.10%,91.50%,0.10%,0.20%,0.10%,0.00%,2.40%,0.60%
rjo1970/dumbster,148,3913,5,4,18,0,657,34,80,4779,3.10%,81.90%,0.10%,0.10%,0.40%,0.00%,13.70%,0.70%
MountCloud/ffmpeg-operate,122,228,0,0,4,2,12,31,326,399,30.60%,57.10%,0.00%,0.00%,1.00%,0.50%,3.00%,7.80%
probedock/probedock-demo-junit,215,22425,9,22,29,1,0,114,655,22815,0.90%,98.30%,0.00%,0.10%,0.10%,0.00%,0.00%,0.50%
binance/binance-futures-connector-java,1482,246734,414,582,1157,381,12661,317,17904,263728,0.60%,93.60%,0.20%,0.20%,0.40%,0.10%,4.80%,0.10%
kurbatov/firmata4j,297,33,1,1,3,1,29,91,267,456,65.10%,7.20%,0.20%,0.20%,0.70%,0.20%,6.40%,20.00%
opentracing-contrib/java-concurrent,70,52,0,0,3,0,12,31,525,168,41.70%,31.00%,0.00%,0.00%,1.80%,0.00%,7.10%,18.50%
Bernardo-MG/repository-pattern-java,436,7886,18,25,31,2,0,208,1560,8606,5.10%,91.60%,0.20%,0.30%,0.40%,0.00%,0.00%,2.40%
javacamp2022/pizza-lab,1215,59359,80,171,171,1,7065,320,2536,68382,1.80%,86.80%,0.10%,0.30%,0.30%,0.00%,10.30%,0.50%
jiangxincode/SearchEngine,160,19,0,0,1,0,19,40,15,239,66.90%,7.90%,0.00%,0.00%,0.40%,0.00%,7.90%,16.70%
spring-projects/spring-analytics,2766,527297,623,4375,2438,0,647,1993,7792,540139,0.50%,97.60%,0.10%,0.80%,0.50%,0.00%,0.10%,0.40%
rhwayfun/spring-boot-rocketmq-starter,534,40201,38,109,128,1,310,53,563,41374,1.30%,97.20%,0.10%,0.30%,0.30%,0.00%,0.70%,0.10%
dubasdey/portable-ftp-server,367,124,0,0,6,0,68,55,24,620,59.20%,20.00%,0.00%,0.00%,1.00%,0.00%,11.00%,8.90%
jillesvangurp/spring-depend,186,1574,5,1,3,1,18,140,33959,1928,9.60%,81.60%,0.30%,0.10%,0.20%,0.10%,0.90%,7.30%
triologygmbh/reCAPTCHA-V2-java,385,50707,42,146,126,3,5752,152,569,57313,0.70%,88.50%,0.10%,0.30%,0.20%,0.00%,10.00%,0.30%
amazon-archives/dynamodb-key-diagnostics-library,2393,589839,562,1541,2144,1,1664,458,4464,598602,0.40%,98.50%,0.10%,0.30%,0.40%,0.00%,0.30%,0.10%
Skullabs/powerlib,128,54,2,0,2,1,47,32,501,266,48.10%,20.30%,0.80%,0.00%,0.80%,0.40%,17.70%,12.00%
javadelight/delight-fileupload,128,212,4,2,3,0,16,51,19,416,30.80%,51.00%,1.00%,0.50%,0.70%,0.00%,3.80%,12.30%
tv2norge-collab/java-serf-client,126,103,0,0,1,0,8,33,21,271,46.50%,38.00%,0.00%,0.00%,0.40%,0.00%,3.00%,12.20%
alibaba-rsocket-broker/rsocket-broker-gateway-mqtt,305,56,1,1,0,1,50,27,213,441,69.20%,12.70%,0.20%,0.20%,0.00%,0.20%,11.30%,6.10%
eddi888/camel-tinkerforge,575,9832,15,25,17,0,41,279,1091,10784,5.30%,91.20%,0.10%,0.20%,0.20%,0.00%,0.40%,2.60%
ImmobilienScout24/yum-repo-server,1542,968779,563,1936,2401,2,2724,777,10903,978724,0.20%,99.00%,0.10%,0.20%,0.20%,0.00%,0.30%,0.10%
gondor/kbop,252,7521,15,15,70,8,15,161,1629,8057,3.10%,93.30%,0.20%,0.20%,0.90%,0.10%,0.20%,2.00%
alexvictoor/netty-livereload,217,168,0,2,1,2,82,30,348,502,43.20%,33.50%,0.00%,0.40%,0.20%,0.40%,16.30%,6.00%
bingo-oss/sso-client,659,549070,977,1741,19253,18,70292,3724,11028,645734,0.10%,85.00%,0.20%,0.30%,3.00%,0.00%,10.90%,0.60%
javadev/jasper-xml-to-pdf-generator,909,1378488,904,2188,4723,4,1576,398,18080,1389190,0.10%,99.20%,0.10%,0.20%,0.30%,0.00%,0.10%,0.00%
buddycloud/buddycloud-server-java,827,278887,277,677,1178,1,589,467,2006854,282903,0.30%,98.60%,0.10%,0.20%,0.40%,0.00%,0.20%,0.20%
brutusin/json-provider,453,14024,17,26,230,8,187,45,13889,14990,3.00%,93.60%,0.10%,0.20%,1.50%,0.10%,1.20%,0.30%
undera/perfmon-agent,310,1469,1,3,7,1,87,50,923,1928,16.10%,76.20%,0.10%,0.20%,0.40%,0.10%,4.50%,2.60%
jclawson/jackson-dataformat-hocon,57,1,0,0,0,0,0,13,1908,71,80.30%,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,18.30%
soulgalore/jdbcmetrics,228,3,0,0,0,0,0,74,180820,305,74.80%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24.30%
NetsOSS/embedded-jetty,371,6624,8,29,49,0,583,38,352,7702,4.80%,86.00%,0.10%,0.40%,0.60%,0.00%,7.60%,0.50%
mdewilde/podcast-parser,600,529542,880,666,1574,4871,3561,239,230144,541933,0.10%,97.70%,0.20%,0.10%,0.30%,0.90%,0.70%,0.00%
dadiyang/wechat-client,664,63458,73,347,811,1,5640,998,2405,71992,0.90%,88.10%,0.10%,0.50%,1.10%,0.00%,7.80%,1.40%
liuziyuan/retrofit-spring-boot-starter,2242,883287,684,2589,2429,3,397,2346,17801,893977,0.30%,98.80%,0.10%,0.30%,0.30%,0.00%,0.00%,0.30%
Bernardo-MG/java-patterns,255,3391,4,8,11,0,0,116,14620,3785,6.70%,89.60%,0.10%,0.20%,0.30%,0.00%,0.00%,3.10%
SonarSource/sonar-auth-bitbucket,628,18058,25,36,46,1,748,95,355,19637,3.20%,92.00%,0.10%,0.20%,0.20%,0.00%,3.80%,0.50%
tomekl007/manning_software_mistakes_and_tradeoffs,2905,150903,204,189,226,0,1099,273,2501,155799,1.90%,96.90%,0.10%,0.10%,0.10%,0.00%,0.70%,0.20%
bingoohuang/westid,421,518958,438,268,1283,4,340,219,6386,521931,0.10%,99.40%,0.10%,0.10%,0.20%,0.00%,0.10%,0.00%
monkeymq/jgossip,454,2189,3,8,0,1,205,42,1937,2902,15.60%,75.40%,0.10%,0.30%,0.00%,0.00%,7.10%,1.40%
alb-i986/selenium-tinafw,1191,59304,27,96,123,3,467,176,770,61387,1.90%,96.60%,0.00%,0.20%,0.20%,0.00%,0.80%,0.30%
chyxion/table-to-xls,1079,298641,493,575,642,16,889,275,5347,302610,0.40%,98.70%,0.20%,0.20%,0.20%,0.00%,0.30%,0.10%
pascalgn/jiracli,702,303966,377,593,1470,0,1198,158,2010,308464,0.20%,98.50%,0.10%,0.20%,0.50%,0.00%,0.40%,0.10%
wakaleo/maven-schemaspy-plugin,1294,501067,413,1156,1014,1,2989,1160,58094,509094,0.30%,98.40%,0.10%,0.20%,0.20%,0.00%,0.60%,0.20%
ctapweb/AutoSubClause,469,10880,13,15,28,48,325,35,737973,11813,4.00%,92.10%,0.10%,0.10%,0.20%,0.40%,2.80%,0.30%
couchbaselabs/couchbase-capi-server,779,131401,93,405,916,3,17569,1002,2121,152168,0.50%,86.40%,0.10%,0.30%,0.60%,0.00%,11.50%,0.70%
cilogi/gaeshiro,1348,7239,18,36,27,9,360,66,2836,9103,14.80%,79.50%,0.20%,0.40%,0.30%,0.10%,4.00%,0.70%
castagna/SARQ,873,316148,290,284,843,5,1260,149,8482,319852,0.30%,98.80%,0.10%,0.10%,0.30%,0.00%,0.40%,0.00%
sylvainlaurent/swagger-validator-maven-plugin,1631,691474,836,1503,1678,13,1878,322,3358,699335,0.20%,98.90%,0.10%,0.20%,0.20%,0.00%,0.30%,0.00%
syphr42/prom,408,1871,10,12,18,1,87,60,150,2467,16.50%,75.80%,0.40%,0.50%,0.70%,0.00%,3.50%,2.40%
